key_fr,key_km,scrap_mode,scrap_letter,type,dialect_shiNgazidja,dialect_shiNdzuani,dialect_shiMaore,dialect_shiMwali,dialect_commun,img_link_webformatURL,img_link_previewURL
jouer,ra (hu-); tsapvuha (u-); teza (u-); angadza (u-),FR -> KM,J,v.,uteza,uteza,uteza,uteza,1.0,,
jouer; amuser; distraire,angadza (u-),KM -> FR,A,v.,uteza,uteza,uteza,uteza,1.0,,
jouet,idede,KM -> FR,I,n. masc.,tsapvuho,,tete,,,,
joueur,mcezadji; mtezo,FR -> KM,J,n. masc.,mtezo,mtezo,,,,,
jour,usiku; ntsihu; suku; ntsu.,FR -> KM,J,n. masc.,usiku,,suku,suku,,,
journal,gazeti,KM -> FR,G,n. masc.,gazeti,gazeti,gazeti,,,,
joyeux (être -),djipviwa (u-); jiviwa (u-),FR -> KM,J,v.,udjipviwa,ujiviwa,ujiviwa,,,,
judiciaire,-a mahakama,KM -> FR,A,adj.,mahakama,mahakama,mahakama,mahakama,1.0,,
juge suppléant,hakimu,KM -> FR,H,n. masc.,hakimu,,,,,,
jugement,hukma,KM -> FR,H,n. masc.,hukuma,,unamuzi,,,,
jugement; arbitrage,unamuzi,KM -> FR,U,n. masc.,hukuma,,unamuzi,,,,
juger,hukumu (u-),KM -> FR,H,v.,unamza,unamua,unamua,uhukumu,,,
jugé (être-),namziwa (u-); namulwa (u-),FR -> KM,J,loc. v.,unamziwa,,unamulwa,,,,
juif,myahudi,FR -> KM,J,n. masc.,,myahudi,,,,,
juillet,julye; jwiye,FR -> KM,J,n. masc.,julye,julye,julye,julye,1.0,,
juin,juen; jwî,FR -> KM,J,n. masc.,juen,,jwî,,,,
jujube,nkunazi,FR -> KM,J,n. masc.,nkunazi,,,,,,
jujubier,mkunazi,FR -> KM,J,n. masc.,mkunazi,,,,,,
jumeaux,-a mbiliju,KM -> FR,A,n. masc.,mɓilini,mbiliju,,mɓilini,,,
jumelle (optique),darbini,KM -> FR,D,n. fem.,darbini,,,,,,
jupe,djipo,KM -> FR,D,n. fem.,jipo,,,jipo,,,
Jupiter,mshatari,FR -> KM,J,n. prop.,mshatari,,,,,,
jurer,lapva (u-); lava (u-),FR -> KM,J,v.,ulapva,,ulava,ulapva,,,
jurer (prêter serment),lapva (u-),FR -> KM,J,v.,ulapva,,,ulapva,,,
jurer (prêter serment); bannir; jurer,lapva (u-),KM -> FR,L,v.,ulapva,,,ulapva,,,
jurer à,lavia (u-); lapvia (u-),FR -> KM,J,loc. v.,ulapvia,,ulavia,,,,
jus,madji; maji,FR -> KM,J,n. masc.,madji,maji,maji,madji,,,
jus de -,maji ya -; madji ya -,FR -> KM,J,n. masc. loc.,,,,,,,
jusque,hata; mpaka; ata,FR -> KM,J,loc.,mpaka,mpaka,mpaka,mpaka,1.0,,
jusque; limite; tant que; si ce n'est,mpaka,KM -> FR,M,loc.,mpaka,mpaka,mpaka,mpaka,1.0,,
jusque; tellement,ata,KM -> FR,A,loc.,mpaka,mpaka,mpaka,mpaka,1.0,,
jusque; zéro; rien,hata,KM -> FR,H,loc.,mpaka,mpaka,mpaka,mpaka,1.0,,
justice,haki; mahakama,FR -> KM,J,n. fem.,haki,haki,haki,haki,1.0,,
Kaaba,Kaaba,FR -> KM,K,n. prop.,,,Kaaba,,,,
Kaaba; à la Mecque,Kaaba,KM -> FR,K,n. prop.,,,Kaaba,,,,
kapok,pambafuma,FR -> KM,K,n. masc.,,,pambafuma,,,,
kapokier,mupambafuma,FR -> KM,K,n. masc.,,,mupambafuma,,,,
kayamb,mkayamba,FR -> KM,K,n. masc.,,,mkayamba,,,,
kayamb; percussion,mkayamba,KM -> FR,M,n. masc.,,,mkayamba,,,,
khôl,gona,KM -> FR,G,n. masc.,gona,gwena,,,,,
khôl; fard,gwena,KM -> FR,G,n. masc.,gona,gwena,,,,,
kidnapper,renga treka (u-),FR -> KM,K,v.,,treka,,,,,
kilo,kilo,FR -> KM,K,n. masc.,,,kilo,,,,
kinkéliba,ɗadjile,FR -> KM,K,n. masc.,ɗadjile,,,,,,
l',-mw-,FR -> KM,L,art. def.,,,-mw-,,,,
l'année dernière,mwaha jana,FR -> KM,L,,,,,,,,
l'année dernière.,mwaha jana,KM -> FR,M,n. fem.,,,jana,,,,
l'au-delà,akhira,KM -> FR,A,n. masc.,akhira,akhira,akhira,akhira,1.0,,
l'aube (être à-),sha (hu-),FR -> KM,L,v.,husha,,,,,,
la leur,-ahao,FR -> KM,L,pron. pers. c. obj.,-ahao,,,,,,
la mienne,-ahangu,FR -> KM,L,pron. pers. c. obj.,-ahangu,,,,,,
la notre,-ahatru,FR -> KM,L,pron. pers. c. obj.,-ahatru,,,,,,
La Réunion,Larinyo; Burubwa,FR -> KM,L,n. prop.,Larinyo,Larinyo,Larinyo,Larinyo,1.0,,
La Réunion; île Bourbon,Burubwa,KM -> FR,B,n. prop.,Larinyo,Larinyo,Larinyo,Larinyo,1.0,,
la sienne,-ahahe,FR -> KM,L,pron. pers. c. obj.,-ahahe,,,,,,
la tienne,-ahaho,FR -> KM,L,pron. pers. c. obj.,-ahaho,,,,,,
la voici,tsaye,FR -> KM,L,pron. pres.,tsaye,,tsaye,,,,
la votre,-ahanyu,FR -> KM,L,pron. pers. c. obj.,-ahanyu,,,,,,
laboureur,mlimizi,FR -> KM,L,n. masc.,mlimizi,mlimizi,mlimizi,,,,
laboureur; cultivateur,mlimizi,KM -> FR,M,n. masc.,mlimizi,mlimizi,mlimizi,,,,
lac,dziwa; dziya,FR -> KM,L,n. masc.,dziwa,dziya,dziya,dziya,,,
lacune,umavu,FR -> KM,L,n. fem.,umavu,,,,,,
laid,-risifu,FR -> KM,L,adj.,-risifu,-risifu,,,,,
laid (pers.),mrisifu; mrisi,FR -> KM,L,adj.,mrisifu,mrisifu,mrisi,,,,
laid (être -),risa (u-),FR -> KM,L,v.,urisa,,urisa,,,,
laideur,itriso; urisifu,FR -> KM,L,n. fem.,urisifu,urisifu,urisifu,,,,
laisser,rantsi (u-); lisha (u-); hetsi (u-); hantsi (u-),FR -> KM,L,v.,urantsi,ulisha,ulisha,ulisha,,,
laisser (un reste),saza (u-); sadza (u-),FR -> KM,L,v.,usaza,usadza,usadza,,,,
laisser aller,jeledza (u-),FR -> KM,L,v.,,,ujeledza,,,,
laisser le passage,sumila (u-),FR -> KM,L,v.,usumila,,,,,,
laisser tranquille,ɓauha (u-),FR -> KM,L,v.,uɓauha,uɓauha,uɓauha,uɓauha,1.0,,
laisser à,hantsiza (u-),KM -> FR,H,v.,uhantsiza,ulishia,ulishia,,,,
laisser à; léguer à,lishia (u-),KM -> FR,L,v.,uhantsiza,ulishia,ulishia,,,,
laisser; poser,hantsi (u-),KM -> FR,H,v.,urantsi,ulisha,ulisha,ulisha,,,
laissé (être),hantsiwa (u-); lishiwa (u-),FR -> KM,L,loc. v.,uhantsiwa,,ulishiwa,,,,
lait,dziwa; dziya,FR -> KM,L,n. masc.,dziwa,dziya,dziya,dziya,,,
lait; lac; étang; mare,dziwa,KM -> FR,D,n. masc.,dziwa,dziya,dziya,dziya,,,
lamantin,lambwara,FR -> KM,L,n. masc.,,,lambwara,,,,
lampe,taya,FR -> KM,L,n. fem.,taya,taya,taya,taya,1.0,,
lance,cora,KM -> FR,C,n. fem.,ncora,ncora,cora,ncora,,,
lance-pierre,iraɓwe,KM -> FR,I,n. masc.,iraɓwe,,tatrenga,,,,
lancer,vuritsa (u-),FR -> KM,L,v.,,,,uvuritsa,,,
langouste,nkamɓa,FR -> KM,L,n. fem.,nkamɓa,nkamɓa,,,,,
langouste; homard,nkamɓa,KM -> FR,N,n. fem.,nkamɓa,nkamɓa,,,,,
langue,lugha; luha; luga,FR -> KM,L,n. fem.,lugha,,luha,,,,
langue (organe),ulimi; ulime,FR -> KM,L,n. fem.,ulimi,ulimi,ulimi,ulimi,1.0,,
langue; idiome,luha,KM -> FR,L,n. fem.,lugha,,luha,,,,
lanterne,gandile,KM -> FR,G,n. fem.,gandile,gandile,gandile,,,,
lapin,sungurwa; sungura,FR -> KM,L,n. masc.,sungurwa,sungurwa,sungurwa,sungurwa,1.0,,
laps de temps,pandza,FR -> KM,L,n. masc.,pandza,,pandza,,,,
laps de temps; délai,pandza,KM -> FR,P,n. masc.,pandza,,pandza,,,,
large,-radji; -pana; muvana; pana,FR -> KM,L,adj. n. masc. adv.,-radji,,pana,,,,
largeur,uradji,FR -> KM,L,n. n. fem.,uradji,,,,,,
larmoiement,iɗumɓio,FR -> KM,L,n. masc.,iɗumɓio,,,,,,
larmoyant,tsozi; utsozi,FR -> KM,L,n. fem.,tsozi,tsozi,tsozi,tsozi,1.0,,
larmoyer,ɗumɓia (-u),FR -> KM,L,v.,uɗumɓia,,,,,,
larynx,nkoro-meo,FR -> KM,L,n. masc.,,nkoro-meo,,,,,
laurier,mlorea,FR -> KM,L,n. masc.,mlorea,,,,,,
lavage,mfuo; mhoso,FR -> KM,L,n. masc.,mfuo,mfuo,mfuo,mfuo,1.0,,
lavage; concassage,mfuo,KM -> FR,M,n. masc.,mfuo,mfuo,mfuo,mfuo,1.0,,
laver,hoa (u-),KM -> FR,H,v. tra.,uyela,uyela,uyela,uyela,1.0,,
laver (linge ou métal précieux),fua (u-),FR -> KM,L,v.,ufua,ufua,ufua,ufua,1.0,https://pixabay.com/get/g65b957f2322248f5148d96109f553503934c285318fd5b2b18ba84b8e84ae018073d48c2b3503f7e5928adc879131e0d_640.jpg,https://cdn.pixabay.com/photo/2012/03/01/00/55/garden-19830_150.jpg
laver (linge ou métal précieux); concasser,fua (u-),KM -> FR,F,v.,ufua,ufua,ufua,ufua,1.0,,
laver (qq chose),hosa (u-),KM -> FR,H,v.,uhosa,uhosa,uhosa,uhosa,1.0,https://pixabay.com/get/gd5ec973d322eb51523185bc57dc58164687e70040d229b0f0c6c7d551dc39e869d37e4ced9a71407b4890dc78e2764dc_640.jpg,https://cdn.pixabay.com/photo/2012/03/01/00/55/garden-19830_150.jpg
laver le visage,wauso (u-),FR -> KM,L,v. tra.,,,,uwauso,,,
laveur,mhosa,FR -> KM,L,n. masc.,mhosa,,,,,https://pixabay.com/get/gbda43f52c8c75e81493eb6786ef04fdd3edd0a40c7ea2b036ba3b725441a6ca27444a7db5d92ae9567aabdd1ebc118e7ce0fac37d81573e23809b9a163e03233_640.jpg,https://cdn.pixabay.com/photo/2018/07/14/17/46/raccoon-3538081_150.jpg
laxatif,msahala,FR -> KM,L,n. masc.,msahala,,,,,https://pixabay.com/get/g138838daa11c9f54089d71300abb56e460fee9d9588c2c3bed59f55ba988bd2561cbe5f2fe6c98b22ae45aab6de00b86e06f2aeaa074b10243dfb3991d95f723_640.jpg,https://cdn.pixabay.com/photo/2016/04/15/11/59/metal-container-1330868_150.jpg
laxatif; purgatif,msahala,KM -> FR,M,n. masc.,msahala,,,,,,
le,-li-; -mw-,FR -> KM,L,art. def.,-li-,-li-,-li-,-li-,1.0,,
le fond,koo,FR -> KM,L,n. masc.,koo,,koo,,,,
le fond; souche; ancêtre (d'une lignée),koo,KM -> FR,K,n. masc.,koo,,koo,,,,
le leur,-ahao,FR -> KM,L,pron. pers. c. obj.,-ahao,,,,,,
le mien,-ahangu,FR -> KM,L,pron. pers. c. obj.,-ahangu,,,,,https://pixabay.com/get/ga098c9146162dd0c81182731efb16fc34e6aab10c28429c634bc048a9c7b6dbe8bbd8a426293e1d38caab369ee19cbf631b4413f13ff11a6e42937264af98273_640.jpg,https://cdn.pixabay.com/photo/2015/11/19/07/41/excavators-1050501_150.jpg
le notre,-ahatru,FR -> KM,L,pron. pers. c. obj.,-ahatru,,,,,,
le sien,-ahahe,FR -> KM,L,pron. pers. c. obj.,-ahahe,,,,,https://pixabay.com/get/g8c4bce86a422e692b913090710fd776ebaf5a95dcedb5d369011ebe0b865420d87af873c25e4e6cb435abce1f7dd7a75_640.jpg,https://cdn.pixabay.com/photo/2015/09/13/02/07/footprint-937632_150.jpg
le tien,-ahaho,FR -> KM,L,pron. pers. c. obj.,-ahaho,,,,,,
le voici,tsaye,FR -> KM,L,pron. pres.,tsaye,,tsaye,,,,
le voici; la voici,tsaye,KM -> FR,T,pron. pres.,tsaye,,tsaye,,,https://pixabay.com/get/ged115d9f5d27e2fe5df98b43e98e5ab9477122d7b76cf67061167cc2bf1ba8505cd0a2d0a998250f6512bbb3f989fb408a16a80804a63cd538c24ffbb12bf5de_640.png,https://cdn.pixabay.com/photo/2017/09/25/14/02/eating-2785184_150.png
le votre,-ahanyu,FR -> KM,L,pron. pers. c. obj.,-ahanyu,,,,,https://pixabay.com/get/g0ecfa98bf231c0d377ebff59fb16a7dbbe5202f649c1dd490184b01e5528a14a1f40f4907b9687a2c083996f975de53f_640.png,https://cdn.pixabay.com/photo/2013/07/13/10/27/anniversary-157248_150.png
le; là; l'; lui,-mw-,KM -> FR,M,art. def.,-li-,-li-,-li-,-li-,1.0,,
le; là; l’,-li-,KM -> FR,L,art. def.,-li-,-li-,-li-,-li-,1.0,,
leader,mwongozi,FR -> KM,L,n. masc.,mwongozi,mwongozi,mwongozi,mwongozi,1.0,https://pixabay.com/get/gbe0b000b06448808d9e619dcc1464a7af333519cc4998ec670e961e257d0f94fb6a791fdfdb4aa882295f856a05ae63a_640.jpg,https://cdn.pixabay.com/photo/2015/03/14/19/45/suit-673697_150.jpg
leader; meneur,mwongozi,KM -> FR,M,n. masc.,mwongozi,mwongozi,mwongozi,mwongozi,1.0,,
lecture,msomo,FR -> KM,L,n. fem.,msomo,,,msomo,,https://pixabay.com/get/gd6ac9ae19ef94a477426122818d6fad36029f10cc410326b750856b9cfd71811af23b46504333294dc403dba1464ad558739b27b0a4ad7f4d6dcf3ab48ebf521_640.jpg,https://cdn.pixabay.com/photo/2016/11/29/02/56/blonde-1866951_150.jpg
lentement,ha upolevu,KM -> FR,H,adv.,upolevu,,volevole,,,https://pixabay.com/get/ga4da469c55ba40c908620b8435b55b18ed9407532a09ff530c530b6ad2ef89e14da6ff3849bae1130da29368f08faaf843ed93c451ebbdf03f73e0324d1991b1_640.jpg,https://cdn.pixabay.com/photo/2017/11/28/10/17/snails-2983235_150.jpg
lentement; doucement,volevole,KM -> FR,V,adv.,upolevu,,volevole,,,,
lenteur,ngozo,FR -> KM,L,n. fem.,ngozo,,,,,https://pixabay.com/get/gf0549573700c99ee3e635853b97340fb2bb205a369369f264f5d23970553822083e829eb911b0aae801310084b339ded_640.jpg,https://cdn.pixabay.com/photo/2014/07/03/15/55/snails-382992_150.jpg
lentille,tsandzi,FR -> KM,L,n. fem.,,,tsandzi,,,https://pixabay.com/get/g53a2274188ca3bb4fe846b5b1211030426085f75a2d9e3b0c2db20845eecfbd53b863c0551f765c9d2a2c3e03080b83d_640.jpg,https://cdn.pixabay.com/photo/2014/10/16/09/15/lens-490806_150.jpg
lentille; amberique,tsandzi,KM -> FR,T,n. fem.,,,tsandzi,,,,
les leurs,-ahao,FR -> KM,L,pron. pers. c. obj.,-ahao,,,,,https://pixabay.com/get/g3b096aea5a097ec22fcbad4a56b485535eeefdc701b883ba75e7a6961c4fe45c8447ce6bfd0001980f678ad2236b65dd_640.jpg,https://cdn.pixabay.com/photo/2015/03/28/10/21/diet-695723_150.jpg
les miens,-ahangu,FR -> KM,L,pron. pers. c. obj.,-ahangu,,,,,https://pixabay.com/get/g155f85febc57e67416cdb4d0a45a1acc5d8a9055ecb5fd2e013415f84a4064460f00f8c34bb8738f67203fe73060043f905caf5538b9086588f5c17588b2e9fb_640.jpg,https://cdn.pixabay.com/photo/2015/11/19/07/41/excavators-1050501_150.jpg
les nôtres,-ahatru,FR -> KM,L,pron. pers. c. obj.,-ahatru,,,,,,
les siens,-ahahe,FR -> KM,L,pron. pers. c. obj.,-ahahe,,,,,,
les tiens,-ahaho,FR -> KM,L,pron. pers. c. obj.,-ahaho,,,,,,
les voici,tsawo,FR -> KM,L,pron. pres.,tsawo,tsawo,tsawo,,,,
les vôtres,-ahanyu,FR -> KM,L,pron. pers. c. obj.,-ahanyu,,,,,https://pixabay.com/get/g9a2b5ceaec96ccf64a3d879476eac3fb0a25f4413d14319bc5152fbfd5d8222aeb9c969bd526a40982a062128780aa14_640.png,https://cdn.pixabay.com/photo/2013/07/13/10/27/anniversary-157248_150.png
lettre,ɓarua,FR -> KM,L,n. fem.,ɓarua,,ɓarua,ɓarua,,https://pixabay.com/get/g464ef9fab4e31da3518d161fd5e13b906d6dc7194924e95cfc200f2f81917d06637c3cdb2222e127b454e928c5ebcc3b_640.jpg,https://cdn.pixabay.com/photo/2015/07/19/10/00/school-work-851328_150.jpg
lettre (de l'alphabet),harufu,FR -> KM,L,n. fem.,harufu,harufu,harufu,harufu,1.0,https://pixabay.com/get/gb2859f2df5fbcd409e3eccac84bbe186a8d5d31e2b089b7e92d715a10ac5a12ebd7bd2e34af3a5f5e48895f4602f5bfe_640.jpg,https://cdn.pixabay.com/photo/2015/07/19/10/00/school-work-851328_150.jpg
leur,-awo; -wa-,FR -> KM,L,n. fem.,-wa-,-wa-,-wa-,-wa-,1.0,,
leur; leurs,-awo,KM -> FR,A,n. fem.,-wa-,-wa-,-wa-,-wa-,1.0,https://pixabay.com/get/g5e54c383f926fad971fa43be30a7b4296b074620ea354ffe2f3d493c385fc7228145fe66148d9fe1bfd5a0eaf71864f4_640.jpg,https://cdn.pixabay.com/photo/2015/03/28/10/21/diet-695723_150.jpg
leurre,uhaɗazi,FR -> KM,L,n. masc.,uhaɗazi,,,,,https://pixabay.com/get/g6e4970fa8e336b39c86c56f69fcbd05c8911d9fa07732030337b3b1c206013bde92ce92e6e697aa0d612715c5d88f432_640.png,https://cdn.pixabay.com/photo/2012/04/12/22/00/fish-30821_150.png
leurs,-awo,FR -> KM,L,n. fem.,,-awo,-awo,,,https://pixabay.com/get/g269cb0696328e4724bc664403d2cdf2e012b03bdc6c4353956ed6bdc43119cd4f306ea7b93e0ed2e32c62620ccfdcac7_640.jpg,https://cdn.pixabay.com/photo/2015/03/28/10/21/diet-695723_150.jpg
leurs mères,wanyawo,FR -> KM,L,loc.,wanyawo,,,,,https://pixabay.com/get/gff761c4925f25d8f4631bd4731cdb05c739da616430b45618823fd15b36ca323232f5e94255c4b4cb34e74549dd018f10d9b76ccc558f0180ecb61db3616fc95_640.jpg,https://cdn.pixabay.com/photo/2017/08/23/11/04/vietnam-2672413_150.jpg
levage,mhimiso,FR -> KM,L,n. masc.,mhimiso,,,,,,
levage; dressage,mhimiso,KM -> FR,M,n. masc.,mhimiso,,,,,,
lever,djusa (u-); dzua (u-),FR -> KM,L,v.,udjusa,,udzua,udjusa,,https://pixabay.com/get/gc9464ddea2517b63adabfb2d2aab11655761f6a280ada6ce50c01313066499780031c884f35c0a20858f84d98b114427b2367ccc04d4c8c522028a92e6caa3e4_640.jpg,https://cdn.pixabay.com/photo/2021/08/25/20/42/field-6574455_150.jpg
lever (se -),djuha (u-),KM -> FR,D,v. tra.,uhima,uhima,uhima,uhima,1.0,https://pixabay.com/get/g2d990dba7d0695408e7d01b10e019b0a6cbd02461daa772bd89a82e78e131b3de1bf5a7ac88ef422bf5d3c192880b74c4736cbecdb253b11cb737893c1764bf9_640.jpg,https://cdn.pixabay.com/photo/2021/08/25/20/42/field-6574455_150.jpg
lever qq'un,midza (u-),FR -> KM,L,v.,umidza,,umidza,,,,
lever qq'un; attendre,midza (u-),KM -> FR,M,v.,umidza,,umidza,,,,
lever; soulever,djusa (u-),KM -> FR,D,v.,udjusa,,udzua,udjusa,,https://pixabay.com/get/g673593c0e82029a9fa9c8c0991ef106d370cb418327935276eb609ee5cd733cf330e008e4e5ce17f84e295c10c1c58b7c85c70d8059fb3cd887bc033a63fd8c3_640.png,https://cdn.pixabay.com/photo/2018/02/22/07/04/standing-3172285_150.png
leçon,darasa; musomo,FR -> KM,L,n. fem.,darasa,darasa,darasa,darasa,1.0,https://pixabay.com/get/g5ae45ae1942c6042da1e70030f016488ac6b0662e93bbdf93c4009f6dd99c8d65e7ed14db49c99da7e52ba61d9b6b6c2785d40fd2b3ca2a1c52bc96295fc3b6c_640.jpg,https://cdn.pixabay.com/photo/2015/12/15/06/42/kids-1093758_150.jpg
leçon; cours,darasa,KM -> FR,D,n. fem.,darasa,darasa,darasa,darasa,1.0,,
liane,ngwe,FR -> KM,L,n. fem.,ngwe,ngwe,ngwe,ngwe,1.0,,
liane portant le furefure (une sorte de haricot géant),mfurefure,FR -> KM,L,def.,,,,,,,
liane; corde,ngwe,KM -> FR,N,n. fem.,ngwe,ngwe,ngwe,ngwe,1.0,https://pixabay.com/get/gf509cb044f0d587d4472090f7aa96fe645910b142c220c51b398a8eb4a1cc0d73eea630b02873a96bef365a3f26c29e8_640.jpg,https://cdn.pixabay.com/photo/2013/04/03/12/31/clematis-vitalba-99887_150.jpg
libertinage,uzinzi,FR -> KM,L,n.,,,uzinzi,,,https://pixabay.com/get/g85fe00d347a44a0f778985ae4e7e65ca540eefa8027608096900cbf0d23f5c5baaa348531f02a51b5518828f6af6c6c9cdc98a461397436538d65789db8e8bc8_640.jpg,https://cdn.pixabay.com/photo/2020/01/13/18/23/pair-4763150_150.jpg
libido,shahawa,FR -> KM,L,n. masc.,shahawa,shahawa,shahawa,shahawa,1.0,https://pixabay.com/get/g55d2b9a0e196edce964d22519357aae98bfe1d24e811886960c0f4b905237a183d59a4e1c487ee58234c61d056ce704ee03b46a3aa4f2001cf0cb9bc6d10db5d_640.jpg,https://cdn.pixabay.com/photo/2021/04/16/08/36/sexuality-6182995_150.jpg
libido; besoin,shahawa,KM -> FR,S,n. masc.,shahawa,shahawa,shahawa,shahawa,1.0,,
libre,huru,FR -> KM,L,adj. n. masc.,huru,,,,,https://pixabay.com/get/g48a4885d68e3f3b5558921a615f1fff4018b2f693af4b23146dd2ab498323fb483544a715632204e8e7c1ddd19121dcc09df4076fdb47b4180a48aa1093b0926_640.jpg,https://cdn.pixabay.com/photo/2018/08/19/10/16/nature-3616194_150.jpg
libre (pers.),mungwana,FR -> KM,L,adj.,mungwana,,mungwana,,,https://pixabay.com/get/gcc112930242e1deb2ab0db95bfdb6176c59f58497bd91d14ca58c15814323cf39fd7a7518c54f803cfb1b0ef3ba070a6a26510f385eab7ee9a7410659624fd20_640.jpg,https://cdn.pixabay.com/photo/2018/08/19/10/16/nature-3616194_150.jpg
libération,ungwana; ukomɓozi,FR -> KM,L,n. fem.,ukomɓozi,ukomɓozi,ukomɓozi,ukomɓozi,1.0,,
libération; souveraineté; noblesse,ungwana,KM -> FR,U,n. fem.,ukomɓozi,ukomɓozi,ukomɓozi,ukomɓozi,1.0,,
libérer,komboa (u-),FR -> KM,L,v.,ukomɓoa,ukomɓoa,ukomɓoa,ukomɓoa,1.0,,
libérer; délivrer; racheter,komboa (u-),KM -> FR,K,v.,ukomɓoa,ukomɓoa,ukomɓoa,ukomɓoa,1.0,,
libéré (être -),funguliwa (u-),FR -> KM,L,v.,ufunguliwa,ufunguliwa,ufunguliwa,ufunguliwa,1.0,,
licence,idjaza,FR -> KM,L,n. fem.,idjaza,,,,,,
lier,funga (u-),FR -> KM,L,v.,ufunga,ufunga,ufunga,ufunga,1.0,,
lieu,mahala; mutsa,FR -> KM,L,n. masc.,mahala,,mutsa,,,,
lieu de naissance,djandroni,KM -> FR,D,n. masc.,simbi,,djandroni,,,https://pixabay.com/get/g500d17da5b07fa9ab171a8e18b3504802d90ec86b739b8597439d1a497cbb4f0308ebabfef633f866b2aa964cae9e5c551b598f169cf619e48f9e2230438e15e_640.jpg,https://cdn.pixabay.com/photo/2015/12/30/23/45/sky-1114993_150.jpg
lieu; endroit; place,mahala,KM -> FR,M,n. masc.,mahala,,mutsa,,,,
lignage,nasila,FR -> KM,L,n. fem.,,nasila,,,,,
lignage; lignée,nasila,KM -> FR,N,n. fem.,,nasila,,,,,
ligne,msitiri; mustari,FR -> KM,L,n. fem.,msitiri,mustari,,,,https://pixabay.com/get/g7dcb5e52e3f93afb9d3e1d858ff6581b89fb17c1ba1c16ccb79f27f37798bcd5feea5c4e812d764b25f43ee093b62be52974000c6e38bbddb6cf14f67fc97837_640.jpg,https://cdn.pixabay.com/photo/2018/01/24/17/33/light-bulb-3104355_150.jpg
ligne; trait,msitiri,KM -> FR,M,n. fem.,msitiri,mustari,,,,https://pixabay.com/get/gd4380f17f21bd6593065288a66d10ca85e6eace8c3335acd000de243eed42e24d048fc695293e043b01fec9049c22254_640.jpg,https://cdn.pixabay.com/photo/2015/08/19/05/17/large-895567_150.jpg
lignée,nasila,FR -> KM,L,n. fem.,,nasila,,,,https://pixabay.com/get/gbcf25d29fd8944604c5cd3906fa03617866b7ab8e4e898ceb6648d20d6d9efdebaa009cba804fa2dc71f5a664d8a44ac2bff877b9fa11e97223b5e1f5aed8592_640.jpg,https://cdn.pixabay.com/photo/2019/09/06/21/11/dog-breed-4457442_150.jpg
limace,nkovu; mbihiro; pihiro,FR -> KM,L,n. fem.,pihiro,pihiro,,,,https://pixabay.com/get/g4c40a187d157d2e49013fc4ad2c1e44380436614768e67e193c283cdf39b3b760eef3f82f815831c2cbab97d8b64818f87fe8286ddc95ca21adcc2657a8196f5_640.png,https://cdn.pixabay.com/photo/2016/03/31/23/37/monster-1297726_150.png
limer,nua (u-),FR -> KM,L,v.,unua,,,,,https://pixabay.com/get/g3c587e25c47db7fd0ee6d69165b5a54d75e8b38b654df199ed8fa6df09b868baa9c6952a2ad82c9649af2f460746a5c97bd29ee7330b3433b583a554a19aaa9c_640.jpg,https://cdn.pixabay.com/photo/2017/07/07/12/31/lime-2481346_150.jpg
limite,mpaka; muyano; mupaka,FR -> KM,L,n. fem.,mpaka,mpaka,mpaka,mpaka,1.0,https://pixabay.com/get/ga719b39352b932399b3786ea19aa833caf926b7e706980d0874cab66ae7387f186512667901f2d56cdb939a6b2586f987674780862036957768616032140ee9e_640.jpg,https://cdn.pixabay.com/photo/2017/11/27/07/02/time-2980690_150.jpg
limiter,kiasisha (u-),KM -> FR,K,v.,ukiasisha,,,,,https://pixabay.com/get/g105f3d90f8d152c85a44b785515ce87822891a3629de5ad62dbc920048c377c418f505079593e9cd5e377d776a2438ab3b918668172c554462a70d3d7c9d3dce_640.jpg,https://cdn.pixabay.com/photo/2017/11/27/07/02/time-2980690_150.jpg
limon,pahwe,FR -> KM,L,n. masc.,,,pahwe,,,https://pixabay.com/get/ga267f256f4c127d47366100eca160011abd9359c6afb9322cbb5a8d847dacef477b4455a46eea785b11bc10d8a1780a754f47f54829999504b5597a9e1d2aa24_640.jpg,https://cdn.pixabay.com/photo/2021/08/30/21/29/port-6587129_150.jpg
linceul,hafani,KM -> FR,H,n. masc.,ɓafuta,ɓafuta,ɓafuta,ɓafuta,1.0,https://pixabay.com/get/g1afa82d461bda7af7cb37ee946b8f2728b01ea446d9e9b64052a9e347f48b8d486c5f1008ef35058fe271553a8ddee6796c52707d43f18c5cd1dd8176909f140_640.jpg,https://cdn.pixabay.com/photo/2020/04/10/19/46/statues-5027619_150.jpg
linge,nguo,FR -> KM,L,n. masc.,nguo,nguo,nguo,nguo,1.0,https://pixabay.com/get/gb2ef2a49c159af85ee34649e6ddef5cd89e22f1ef828661170d2ebac59ce95f06df7f146f897889873f3a8415506e163f78bcdcc5b76aec85ecb42ad2fca9215_640.jpg,https://cdn.pixabay.com/photo/2016/06/11/15/48/hearts-1450300_150.jpg
lion,simɓa,FR -> KM,L,n. masc.,simɓa,simɓa,simɓa,simɓa,1.0,,
lire,soma (u-),FR -> KM,L,v.,usoma,usoma,usoma,usoma,1.0,,
