key_fr,key_km,scrap_mode,scrap_letter,type,dialect_shiNgazidja,dialect_shiNdzuani,dialect_shiMaore,dialect_shiMwali,dialect_commun
normal,-a kawaiɗa,FR -> KM,N,adj.,kawaiɗa,kawaiɗa,kawaiɗa,kawaiɗa,1.0
normal; général (adj.),-a kawaiɗa,KM -> FR,A,adj.,kawaiɗa,kawaiɗa,kawaiɗa,kawaiɗa,1.0
normalement,kawaiɗa,FR -> KM,N,adv.,kawaiɗa,,kawaiɗa,,
norme,kawaiɗa,FR -> KM,N,n. fem.,kawaiɗa,,kawaiɗa,,
norme; généralement; normalement,kawaiɗa,KM -> FR,K,n. fem.,kawaiɗa,,kawaiɗa,,
norouz,nairuzi,FR -> KM,N,n. fem.,,,nairuzi,,
nos,-ahatru; zatru; -atru; yatru,FR -> KM,N,adj. poss.,-ahatru,zatru,zatru,,
nos mères,wanyasi,FR -> KM,N,loc.,wanyasi,,,,
nostalgie,ɓeshelea,FR -> KM,N,n. fem.,ɓeshelea,,,,
notable (un),mdjulihani,KM -> FR,M,n. masc.,mdjulihani,,,,
notamment,hususwan,FR -> KM,N,adv.,hususwan,,,hususwan,
notre,zatru; -atru; yatru,FR -> KM,N,adj. poss.,,zatru,zatru,,
notre; nos,-atru,KM -> FR,A,adj. poss.,,zatru,zatru,,
nouer,funga (u-),FR -> KM,N,v.,ufunga,ufunga,ufunga,ufunga,1.0
nouer (fortement),haza (u-),FR -> KM,N,v.,,,,uhaza,
nourrir,lisa (u-),FR -> KM,N,v.,ulisa,ulisa,ulisa,ulisa,1.0
nourrir; faire manger,lisa (u-),KM -> FR,L,v.,ulisa,ulisa,ulisa,ulisa,1.0
nourriture,riziki; shahula; zio; zilo; shahuɗya,FR -> KM,N,n. fem.,shahula,shahula,shahula,shahula,1.0
nourriture; repas,shahula,KM -> FR,S,n. fem.,shahula,shahula,shahula,shahula,1.0
nous,sisi; wasi; -ri-; si,FR -> KM,N,pron. pers.,wasi,wasi,wasi,wasi,1.0
nous aussi,pvatru,FR -> KM,N,loc.,pvatru,,,,
nous seuls,wasi ce,FR -> KM,N,loc.,ce,,,,
nous voici,tsasi,FR -> KM,N,pron. pres.,tsasi,,tsasi,,
nous-mêmes,wasi,FR -> KM,N,loc.,wasi,wasi,wasi,wasi,1.0
nous; nous-mêmes,wasi,KM -> FR,W,pron. pers.,wasi,wasi,wasi,wasi,1.0
nouveau,nyumeni; mpia; -pia,FR -> KM,N,adj.,nyumeni,mpia,mpia,,
nouveau; neuf,-pia,KM -> FR,P,adj.,nyumeni,mpia,mpia,,
nouvelle,haɓari,FR -> KM,N,n. fem.,haɓari,haɓari,haɓari,haɓari,1.0
nouvelle; information; affaire,haɓari,KM -> FR,H,n. fem.,haɓari,haɓari,haɓari,haɓari,1.0
novembre,novembru,FR -> KM,N,n. masc.,,,novembru,,
noyau,ntruɗa; mbia,FR -> KM,N,n. masc.,ntruɗa,mbia,mbia,,
noyau; point,ntruɗa,KM -> FR,N,n. masc.,ntruɗa,mbia,mbia,,
noyer,dzama (u-),KM -> FR,D,v. tra.,uzama,,,udzama,
noyer; sombrer,zama (u-),KM -> FR,Z,v. tra.,uzama,,,udzama,
nu,wazi; wadzi,FR -> KM,N,adj. subst.,wazi,wazi,wadzi,wadzi,
nu; nudité,wazi,KM -> FR,W,adj. subst.,wazi,wazi,wadzi,wadzi,
nuage,ɓingu; wingu; vingu,FR -> KM,N,n. masc.,ɓingu,ɓingu,ɓingu,ɓingu,1.0
nudité,wazi,FR -> KM,N,adj. subst.,wazi,wazi,,,
nuire,dhuru (u-),FR -> KM,N,v.,udhuru,,udhuru,,
nuire; blesser moralement,dhuru (u-),KM -> FR,D,v.,udhuru,,udhuru,,
nuit,masihu; uku,FR -> KM,N,n. fem.,masihu,uku,uku,uku,
nuit; soir,masihu,KM -> FR,M,n. fem.,masihu,uku,uku,uku,
numéro,nambari; numero,FR -> KM,N,n. masc.,numero,numero,numero,numero,1.0
Nyumakele,Nyumakele,FR -> KM,N,n. prop.,Nyumakele,Nyumakele,Nyumakele,Nyumakele,1.0
nécessaire,-a fardhwi,KM -> FR,A,adj. subst.,-alazimu,-alazimu,-alazimu,-alazimu,1.0
nécessiteux,mhutadji,FR -> KM,N,adj.,mhutadji,,,,
nécessité,wadjiɓu,FR -> KM,N,n. fem.,wadjiɓu,,,,
négligeant,mpuzi,FR -> KM,N,n. masc.,mpuzi,,mpuzi,,
négligeant; vaurien,mpuzi,KM -> FR,M,n. masc.,mpuzi,,mpuzi,,
négligence,upuzi,FR -> KM,N,n. fem.,upuzi,upuzi,,,
négliger (qqun),puzi (u-),FR -> KM,N,v.,upuzi,,upuzi,,
négociation,swilaha,FR -> KM,N,n. fem.,swilaha,,,,
o.  aplatissement,mmalazo,KM -> FR,M,,,,,,
o.  habit,vao,KM -> FR,V,,,,,,
objecter,pinga (u-),FR -> KM,O,v.,upinga,,,,
objectif,makswaɗa,KM -> FR,M,n. masc.,makswaɗa,,,,
objet,hindru; shitru,FR -> KM,O,n. masc.,hindru,,shitru,,
objet d'occasion,ɓomɓo,FR -> KM,O,n. masc.,ɓomɓo,ɓomɓo,ɓomɓo,ɓomɓo,1.0
objet; chose,shitru,KM -> FR,S,n. masc.,hindru,,shitru,,
obligation,sharti; shartwi; farudhwu; sharuti,FR -> KM,O,n. fem.,farudhwu,farudhwu,farudhwu,farudhwu,1.0
obligation; condition,shartwi,KM -> FR,S,n. fem.,farudhwu,farudhwu,farudhwu,farudhwu,1.0
obligation; obligatoire,farudhwu,KM -> FR,F,n. fem.,farudhwu,farudhwu,farudhwu,farudhwu,1.0
obligatoire,fardhwi,KM -> FR,F,adj.,farudhwu,farudhwu,farudhwu,farudhwu,1.0
obliger,farudhwu (u-),KM -> FR,F,v.,ulazimisha,ulazimisha,ulazimisha,ulazimisha,1.0
obligé,sharti,FR -> KM,O,part. pass. adj. subst.,sharti,,,,
obligé (être-),lazimishiwa (u-),FR -> KM,O,loc. v.,ulazimishiwa,ulazimishiwa,ulazimishiwa,ulazimishiwa,1.0
obligé (être-); forcé (être-),lazimishiwa (u-),KM -> FR,L,loc. v.,ulazimishiwa,ulazimishiwa,ulazimishiwa,ulazimishiwa,1.0
obligé; obligation,sharti,KM -> FR,S,part. pass. adj. subst.,sharti,,,,
obscurité,hidza,KM -> FR,H,n. fem.,hidza,shidza,shidza,shidza,
obscène (d'-),-a taraâfu,KM -> FR,A,adj.,taraâfu,,,,
observateur,mtundi,FR -> KM,O,n. masc.,mtundi,mtundi,,,
obstacle,izingiri,KM -> FR,I,n. masc.,izingiri,,mambo,,
obstacle; difficulté; complication; danger,mambo,KM -> FR,M,n. masc.,izingiri,,mambo,,
obstination,giri,FR -> KM,O,n. fem.,giri,,,giri,
obstination; ténacité,giri,KM -> FR,G,n. fem.,giri,,,giri,
obstiner,kaidi (u-),FR -> KM,O,v. pron.,ukaidi,ukaidi,ukaidi,ukaidi,1.0
obsèques,madziho,KM -> FR,M,n. masc.,madziho,,madziho,,
obsédé sexuel,ginari,KM -> FR,G,n. masc.,,,,ginari,
obtenir,parisa (u-); para (u-),FR -> KM,O,v.,uparisa,uparisa,uparisa,uparisa,1.0
obtenir; retrouver,parisa (u-),KM -> FR,P,v.,uparisa,uparisa,uparisa,uparisa,1.0
obèse (pers.),mtronga,KM -> FR,M,n. fem.,,mtronga,,,
obéir,twiî (u-); vulikia (u-),FR -> KM,O,v.,,utwiî,uvulikia,,
obéissant,twaa,FR -> KM,O,n. masc.,twaa,,twaa,,
occasion,munasaɓa,KM -> FR,M,n. fem.,nafasi,,nafasi,,
occupation,amali,KM -> FR,A,n. fem.,shuhuli,,,,
occuper,ɓarizi (u-),FR -> KM,O,v.,,,uɓarizi,,
occuper (s'-),shahiliha (u-); shapiha (u-),FR -> KM,O,v.,,na,na,,
ocimum,hangua,KM -> FR,H,n.,,,hangua,,
ocre,tamtamu,FR -> KM,O,adj.,,,tamtamu,,
octobre,oktobru,FR -> KM,O,n. masc.,,,oktobru,,
océan,ɓahari,FR -> KM,O,n. fem.,ɓahari,ɓahari,ɓahari,ɓahari,1.0
Océan Indien,Ɓahari ya Hinɗi,FR -> KM,O,n. prop. n. comp.,Hinɗi,Hinɗi,Hinɗi,Hinɗi,1.0
odeur,vushe; harufu,FR -> KM,O,n. fem.,vushe,vushe,vushe,vushe,1.0
odeur d'aisselle,kumba; cucu,FR -> KM,O,n. fem.,cucu,,kumba,,
odeur d'aisselle; gousset,cucu,KM -> FR,C,n. fem.,cucu,,kumba,,
odeur de poisson,vumɓa,FR -> KM,O,n. fem.,vumɓa,,,,
oeil,dzitso,KM -> FR,D,n. masc.,dzitso,dzitso,dzitso,dzitso,1.0
oeil (gros -),gatso,KM -> FR,G,n. masc.,gatso,,,,
officialiser,rasmisha (u-),FR -> KM,O,v.,urasmisha,,,,
officiel,ki-rasmi,KM -> FR,K,adj. subst.,ki-rasmi,,rasmi,,
offrande,swadaka; sadaka; tasadaki,FR -> KM,O,n. fem.,swadaka,swadaka,swadaka,swadaka,1.0
offrande; don; aumône,sadaka,KM -> FR,S,n. fem.,swadaka,swadaka,swadaka,swadaka,1.0
offrandes (faire des -),taswaɗaki (u-),FR -> KM,O,v.,utaswaɗaki,,,,
offrir,pva (hu-); tamania (u-),FR -> KM,O,v.,utamania,utamania,utamania,utamania,1.0
offrir; dédier,tamania (u-),KM -> FR,T,v.,utamania,utamania,utamania,utamania,1.0
ogre,dzimku,FR -> KM,O,n. masc.,dzimku,,,,
ogre; monstre,dzimku,KM -> FR,D,n. masc.,dzimku,,,,
oh (interj.),ɓo,FR -> KM,O,interj.,ɓo,,,,
oie,gisi,KM -> FR,G,n. fem.,,gisi,gisi,,
oignon,itrungu (ɓaswara),KM -> FR,I,n. masc.,(ɓaswara),shirungu,(ɓaswali),(ɓaswara),
oiseau,nunyi,KM -> FR,N,n. masc.,nyunyi,,nyunyi,nyunyi,
oiseau-lunette,nyandronga,KM -> FR,N,n. masc.,nyandronga,,,,
olive,zetuni; zeti,FR -> KM,O,n. fem.,zetuni,zeti,,,
ombre,muvuli,KM -> FR,M,n. fem.,mvuli,,muvuli,,
ombre; abri (du soleil ou de la pluie),mvuli,KM -> FR,M,n. fem.,mvuli,,muvuli,,
omelette,shandra,FR -> KM,O,n. fem.,,shandra,,,
omoplate,ɓawa,FR -> KM,O,n. fem.,ɓawa,ɓawa,ɓawa,ɓawa,1.0
on-dit,hari,FR -> KM,O,n. masc,hari,hari,hari,hari,1.0
once,ntere; nteru,FR -> KM,O,n. fem.,ntere,nteru,,,
once; peu; brin,ntere,KM -> FR,N,n. fem.,ntere,nteru,,,
oncle,ɓaɓaɓole; ɓaɓatiti,FR -> KM,O,n. masc.,,,ɓaɓatiti,,
oncle (maternel),mdjomba,KM -> FR,M,n. masc.,zama,zama,zama,zama,1.0
ondes,hele,KM -> FR,H,n. fem.,hele,,,,
ongle,fuu,KM -> FR,F,n. masc.,fuu,,kofu,,
onze,kume na mwedja,KM -> FR,K,adj. num.,mwedja,moja,moja,modja,
ophtalmologue,twaɓiɓu wa matso,FR -> KM,O,adj.,matso,,,,
opportunité,furswa,FR -> KM,O,,,,,,
oppression,uwamivu,FR -> KM,O,n. fem.,uwamivu,,,,
opprimer,kandamiza (u-),KM -> FR,K,v.,ukandamiza,,,,
opter,tsaua (u-); tawakali (u-),FR -> KM,O,v.,utsaua,,,utsaua,
opter; choisir,tsaua (u-),KM -> FR,T,v.,utsaua,,,utsaua,
option,mtsauo,FR -> KM,O,n. fem.,mtsauo,,,,
option; choix,mtsauo,KM -> FR,M,n. fem.,mtsauo,,,,
opération,opere; mpvasuo; upere,FR -> KM,O,n. fem.,upere,,opere,,
opérer,pvasua (u-),FR -> KM,O,v.,upvasua,,,,
or (conj.),falakin,KM -> FR,F,conj.,no,falakin,,,
or (métal),dhahaɓu,KM -> FR,D,n. masc.,dhahaɓu,dhahaɓu,dhahaɓu,dhahaɓu,1.0
orage,idjunɗu,KM -> FR,I,n. masc.,idjunɗu,,,,
orange,trunɗa; trundra,FR -> KM,O,n. fem.,trunɗa,trundra,trundra,trunɗa,
orange; poulailler; fruit,trundra,KM -> FR,T,n. fem.,trunɗa,trundra,trundra,trunɗa,
oranger,mrundra,KM -> FR,M,n. masc.,mrunɗa,mrundra,,,
orbite,kangaya,KM -> FR,K,n. fem.,kangaya,,,,
ordonner,amrisha (u-),KM -> FR,A,v.,hwamrisha,,hwamurisha,,
ordre,amri; amru,FR -> KM,O,n. masc.,amri,amri,amru,,
ordre; domaine de souveraineté,amri,KM -> FR,A,n. masc.,amri,amri,amru,,
ordure,tsaha,FR -> KM,O,n. fem. n. masc.,tsaha,tsaha,tsaha,,
oreille,shishio; kio,FR -> KM,O,n. fem.,kio,kio,kio,kio,1.0
oreillon,nkara,KM -> FR,N,n. masc.,nkara,,,nkara,
organisation,djumuîya,KM -> FR,D,n. fem.,mpango,mpango,mpango,mpango,1.0
organisation; composition; projet,mupango,KM -> FR,M,n. fem.,mpango,mpango,mpango,mpango,1.0
organiser,taârisha (u-),FR -> KM,O,v.,,,utaârisha,,
organiser; planifier; programmer; informer,taârisha (u-),KM -> FR,T,v.,,,utaârisha,,
orgelet,ikope,KM -> FR,I,n. masc.,ikope,shitele,,,
orgueil,udjonefu; kirahi,FR -> KM,O,n. masc.,,udjonefu,kirahi,,
orgueil; vanité; amour-propre ; fierté,kirahi,KM -> FR,K,n. masc.,,udjonefu,kirahi,,
orient,mashariki,FR -> KM,O,n. masc.,mashariki,,mashariki,,
orient; Est,mashariki,KM -> FR,M,n. masc.,mashariki,,mashariki,,
orientation,ɗira,FR -> KM,O,n. fem.,ɗira,,,,
orientation (suggestion),shwaɓaha,FR -> KM,O,n. fem.,shwaɓaha,,,,
origan cubain,nyanɗoɓwe,FR -> KM,O,n. masc.,nyanɗoɓwe,,,,
origan cubain; thym antillais,nyanɗoɓwe,KM -> FR,N,n. masc.,nyanɗoɓwe,,,,
origine,asili,KM -> FR,A,n. fem.,uzale,aswili,aswili,,
origine; ascendance,uzale,KM -> FR,U,n. fem.,uzale,aswili,aswili,,
orphelin,yatima,FR -> KM,O,n. masc.,,yatima,yatima,,
ortie,ndjeni,FR -> KM,O,n. fem.,ndjeni,,,,
os,muɓwa,KM -> FR,M,n. masc.,shiɓa,shiɓa,shiɓa,shiɓa,1.0
os; arête; épine,muɓa,KM -> FR,M,n. masc.,shiɓa,shiɓa,shiɓa,shiɓa,1.0
oser,suɓuti (u-); suɓutu (u-),FR -> KM,O,v.,usuɓuti,,usuɓutu,,
ostentation,papvwa,FR -> KM,O,n. fem.,papvwa,,,,
ou,au; hau,FR -> KM,O,adv. lieu. adv. int.,,havi,havi,,
ou.,au,KM -> FR,A,c. coord.,hau,au,au,,
oubli,mɗiwazo,KM -> FR,M,n. masc.,mɗiwazo,,usahau,,
oublier,ɗiwaza (u-); ɗala (u-); ɗuala (u-); sahau (u-),FR -> KM,O,v.,uɗiwaza,uɗala,usahau,uɗuala,
oublieux,mɗiwazifu,KM -> FR,M,n. masc.,mɗiwazifu,,,,
ouest,maghariɓi,KM -> FR,M,n. masc.,mahariɓi,mahariɓi,mahariɓi,mahariɓi,1.0
ouest; prière du coucher du soleil; crépuscule,mahariɓi,KM -> FR,M,n. masc.,mahariɓi,mahariɓi,mahariɓi,mahariɓi,1.0
oui,ewa,KM -> FR,E,adv.,ewa,,,,
oui (réponse à un appel ou sur le fait d'avoir compris),nam,KM -> FR,N,adv.,nam,nam,nam,nam,1.0
oui monsieur/madame!,laɓe!,KM -> FR,L,,,,,,
oulah,ɓwi,FR -> KM,O,interj.,,ɓwi,ɓwi,,
oups,koɓa,KM -> FR,K,interj.,kopi,ɓwi,ɓwi,,
ourlet,pereleo; pero,FR -> KM,O,n. masc.,pereleo,pero,pero,,
ours,dubu,KM -> FR,D,n. masc.,dubu,dubu,dubu,dubu,1.0
oursin,gagasi,KM -> FR,G,n. masc.,sindzihizi,ɗuɗu,gagasi,,
outil,shomɓo,FR -> KM,O,n. masc.,shomɓo,shomɓo,shomɓo,shomɓo,1.0
ouverture,mɓuo,KM -> FR,M,n. fem.,mɓuo,,,,
ouvrir,ɓua (u-); fungua (u-),FR -> KM,O,v.,ufungua,ufungua,ufungua,ufungua,1.0
ouvrir à,ɓulia (u-),FR -> KM,O,v.,uɓulia,,,uɓulia,
ouïe,ukizi,FR -> KM,O,n. fem.,,ukizi,,,
ovation,igele-gele,FR -> KM,O,n. fem.,igele-gele,,,,
ovin,nkonɗoa,KM -> FR,N,n. masc.,nkonɗoa,,,,
où,havi,KM -> FR,H,adv. lieu. adv. int.,,havi,havi,,
pactole,nafaka,FR -> KM,P,n. masc.,nafaka,,,,
pactole; richesse (biens),nafaka,KM -> FR,N,n. masc.,nafaka,,,,
pagaille,msadjadja,KM -> FR,M,n. fem.,msadjadja,,,,
page,unkaɗe; shikandre; ukanɗe,FR -> KM,P,n. fem.,unkaɗe,,shikandre,,
pagne,sahare,FR -> KM,P,n. masc.,sahare,,,,
pagne (de mariage),sahare,FR -> KM,P,n. masc.,sahare,,,,
pagne (pr femme),lamba,KM -> FR,L,n. masc.,saluva,saluva,saluva,saluva,1.0
pagne (pr homme),ikoi,KM -> FR,I,n. masc.,ikoi,,shikoi,shikoi,
pagne; pagne (de mariage),sahare,KM -> FR,S,n. masc.,sahare,,,,
paiement,mlipvo,KM -> FR,M,n. masc.,mlipvo,,,,
paiement (collectif),malivo,FR -> KM,P,n. masc.,,,malivo,,
paillette,penpenpe,FR -> KM,P,n. fem.,penpenpe,,,,
pain,dipe,KM -> FR,D,n. masc.,mkatre,dipe,,dipe,
pain (à base de coco et du riz),mkatraɓwantamu,FR -> KM,P,,,,,,
pain (à base de coco et du riz) ,mkatraɓwantamu,KM -> FR,M,,,,,,
paire (nombre),shafuû,FR -> KM,P,n. fem.,,shafuû,,,
paire (une),djauzi,KM -> FR,D,n. fem.,djauzi,,,,
paix,salama,FR -> KM,P,n. fem.,salama,,salama,,
paix (bien être),amani,FR -> KM,P,n. fem.,amani,amani,,,
paix (bien être); tranquillité,amani,KM -> FR,A,n. fem.,amani,amani,,,
palais,djumbe,FR -> KM,P,n. masc.,djumbe,,,,
palet,pale,FR -> KM,P,n. masc.,pale,pale,,,
palissade,mraɓa,FR -> KM,P,n. fem.,,mraɓa,,mraɓa,
palme,santsa,FR -> KM,P,n. fem.,,,,santsa,
palme de cocotier,kuhuri,KM -> FR,K,n. fem.,kuri,kuri,kuri,kuri,1.0
palme; broutille sèche,santsa,KM -> FR,S,n. fem.,,,,santsa,
palétuvier,muhonko,FR -> KM,P,n. masc.,,,muhonko,,
panier,irumɓa,KM -> FR,I,n. masc.,irumɓa,,kalaga,,
panique,sankara,FR -> KM,P,n. fem.,,sankara,,,
paniquer,sankaruha (u-),FR -> KM,P,v.,,usankaruha,,,
panneau,uhandza,FR -> KM,P,n. masc.,uhandza,,,,
panneau ( tissé avec des feuilles de palmier),mɓaga,KM -> FR,M,n. masc.,,,,mɓaga,
pansement,pasima,FR -> KM,P,n. masc.,pasima,,,,
pantalon,siri; suruali; surwali,FR -> KM,P,n. masc.,siri,suruali,surwali,suruali,
pantalon; secret,siri,KM -> FR,S,n. masc.,siri,suruali,surwali,suruali,
paon,twausi,FR -> KM,P,n. masc.,twausi,twausi,,,
papa,mɓaɓa,KM -> FR,M,n. masc.,mɓaɓa,,,,
papangue,papangu,FR -> KM,P,n. masc.,,,papangu,,
papaye,papaya; pwapwaya; pwapwayi; pwapwari,FR -> KM,P,n. fem.,pwapwayi,pwapwari,pwapwaya,pwapwari,
papayer,mpwapwayi,KM -> FR,M,n. masc.,mpwapwayi,,,,
papier,kartasi,FR -> KM,P,n. masc.,kartasi,kartasi,kartasi,kartasi,1.0
papier; carte,kartasi,KM -> FR,K,n. masc.,kartasi,kartasi,kartasi,kartasi,1.0
papillon,kijajaha,KM -> FR,K,n. masc.,mswahafu,shipepe,shijajaha,shipelepele,
paquet,ifusi,KM -> FR,I,n. masc.,ifusi,,,,
par,ha,FR -> KM,P,prep.,ha,ha,ha,ha,1.0
par (apès un verbe au passif),ni,KM -> FR,N,prep.,ni,ni,ni,ni,1.0
par exemple,masalani,KM -> FR,M,loc.,mathalani,mathalani,mathalani,mathalani,1.0
par terre,votsi; pvontsi,FR -> KM,P,loc.,pvontsi,,votsi,,
par; au moyen de; chez; de façon; de manière,ha,KM -> FR,H,prep.,ha,ha,ha,ha,1.0
paradis,mbepvo,KM -> FR,M,n. masc.,mbepvo,mpevoni,pepvoni,,
parapluie,mwavule,KM -> FR,M,n. masc.,mwavuli,mwavule,,mwavule,
parasite,ɓungu; inyambamba,FR -> KM,P,n. masc.,ɓungu,ɓungu,ɓungu,ɓungu,1.0
parasite; ver,inyambamba,KM -> FR,I,n. masc.,ɓungu,ɓungu,ɓungu,ɓungu,1.0
parce que,mana,FR -> KM,P,loc. conj.,mana,mana,mana,mana,1.0
parce que; à cause de; raison,mana,KM -> FR,M,loc. conj.,mana,mana,mana,mana,1.0
parcelle,mnɗa,KM -> FR,M,n. fem.,mnɗa,,,,
pardon,samaha; msamaha; mswamaha,FR -> KM,P,n. masc.,samaha,msamaha,,mswamaha,
pardon (demander le passage),sumila !,FR -> KM,P,n. masc.,,,,,
pardon; excuse,mswamaha,KM -> FR,M,n. masc.,samaha,msamaha,,mswamaha,
pardonner,samihi (u-); swamihi (u-),FR -> KM,P,v.,usamihi,uswamihi,,uswamihi,
pardonner; forgive ( to),swamihi (u-),KM -> FR,S,v.,usamihi,uswamihi,,uswamihi,
pareil,sawa,FR -> KM,P,adj. subst. adv.,sawa,sawa,sawa,sawa,1.0
pareil que,paspo,FR -> KM,P,loc.,,,paspo,,
pareil; identique,sawa,KM -> FR,S,adj. subst. adv.,sawa,sawa,sawa,sawa,1.0
parent,mdjemaza,KM -> FR,M,n. masc.,nɗuhuze,mudzaɗe,mudzaɗe,,
parent; famille parentèle,nɗuhuze,KM -> FR,N,n. masc.,nɗuhuze,mudzaɗe,mudzaɗe,,
parenté,udjemaza; udjama,FR -> KM,P,n. fem.,,udjemaza,udjama,,
parenté; famille,udjama,KM -> FR,U,n. fem.,,udjemaza,udjama,,
parer,pamba (u-),FR -> KM,P,v.,,,upamba,,
parer; faire la toilette; embellir,pamba (u-),KM -> FR,P,v.,,,upamba,,
paresse,ulemevu,FR -> KM,P,n. fem.,ulemevu,ulemevu,ulemevu,ulemevu,1.0
paresseux,mkorofi,KM -> FR,M,n. masc.,fenya,fenya,fenya,fenya,1.0
parfait,-a uɓora,FR -> KM,P,adj.,uɓora,,,,
parfait; de qualité,-a uɓora,KM -> FR,A,adj.,uɓora,,,,
parfaitement,sapvuzi,FR -> KM,P,adv.,sapvuzi,,,,
parfaitement; exact,sapvuzi,KM -> FR,S,adv.,sapvuzi,,,,
parfum,marashi,KM -> FR,M,n. masc.,marashi,marashi,marashi,marashi,1.0
parfum; odeur; lettre (de l'alphabet),harufu,KM -> FR,H,n. masc.,marashi,marashi,marashi,marashi,1.0
pari,masharikiano,KM -> FR,M,n. masc.,masharikiano,,,,
parier,sharikiana (u-),FR -> KM,P,v.,usharikiana,,,,
parler,rongoa (u-); lagua (u-),FR -> KM,P,v.,urongoa,urongoa,urongoa,urongoa,1.0
parler de,vumɓua (u-); dhukuru (u-),FR -> KM,P,v.,udhukuru,udhukuru,udhukuru,udhukuru,1.0
"parler de quelqu’un par énigmes, le critiquer sans le nommer ouvertement",fumbia (u-) mutru,KM -> FR,F,def.,,,mutru,,
parler par énigmes,fumba (u-),KM -> FR,F,def.,,,ufumba,,
parler pour,rongolea (u-),FR -> KM,P,v.,urongolea,,urongolea,,
parler une langue étrangère,nena (u-),KM -> FR,N,v.,unena,,,,
parler à,rongodza (u-); rongoza (u-),FR -> KM,P,v.,urongoza,urongodza,urongodza,,
parler; bavarder,lagua (u-),KM -> FR,L,v.,urongoa,urongoa,urongoa,urongoa,1.0
parler; dire,rongoa (u-),KM -> FR,R,v.,urongoa,urongoa,urongoa,urongoa,1.0
parlotte,mwamɓo,KM -> FR,M,n. fem.,mwamɓo,mwamɓo,mwamɓo,mwamɓo,1.0
parmi,mengoni (mwa),KM -> FR,M,adv. prep.,mengoni,mengoni,mengoni,mengoni,1.0
parmi; derrière,mengoni,KM -> FR,M,adv. prep.,mengoni,mengoni,mengoni,mengoni,1.0
parole,kauli,KM -> FR,K,n. fem.,mrongoo,mrongoo,mrongoo,mrongoo,1.0
"parole de sagesse (litt. ""shi-uunɗua-ntsi"")",shiɗuantsi,FR -> KM,P,n. fem.,shiɗuantsi,,,,
part,sehemu; funvu; fuvu,FR -> KM,P,n. fem. n. masc.,sehemu,fuvu,fuvu,funvu,
part; fraction,fuvu,KM -> FR,F,n. fem. n. masc.,sehemu,fuvu,fuvu,funvu,
part; section; fraction,sehemu,KM -> FR,S,n. fem. n. masc.,sehemu,fuvu,fuvu,funvu,
partage,mwanyiso,KM -> FR,M,n. masc.,mwanyiso,,,,
partager,anyisa (u-),KM -> FR,A,v.,hwanyisa,uwanyisa,uwanyisa,,
particulièrement,halisi,FR -> KM,P,adv.,halisi,,halisi,halisi,
particulièrement; très; vraiment,halisi,KM -> FR,H,adv.,halisi,,halisi,halisi,
partie,uwayi; ɓakia; mɓai; shipandre,FR -> KM,P,n. fem.,uwayi,shipandre,shipandre,,
partie (jeu),mcezo,KM -> FR,M,n. fem.,mcezo,mcezo,ɗangadzo,,
partie; côté,uwayi,KM -> FR,U,n. fem.,uwayi,shipandre,shipandre,,
partir,lawa (u-),FR -> KM,P,v.,ulawa,ulawa,ulawa,ulawa,1.0
partir de,anguha (u-),FR -> KM,P,v.,hwanguha,,,,
partir de; provenir,anguha (u-),KM -> FR,A,v.,hwanguha,,,,
parure,ɗaio,FR -> KM,P,n. fem.,,ɗaio,ɗaio,,
pas (un),ngayo,KM -> FR,N,n. masc.,ngayo,,,,
pas cher,rahisi,FR -> KM,P,adj.,rahisi,rahisi,rahisi,rahisi,1.0
pas cher; bon marché,rahisi,KM -> FR,R,adj.,rahisi,rahisi,rahisi,rahisi,1.0
passage,mpviro,KM -> FR,M,n. masc.,mpviro,,,mpviro,
passager,aɓiria,KM -> FR,A,n. masc.,aɓiria,,,,
passagers,maɓiria,KM -> FR,M,n.,maɓiria,,,,
passant,mndziani,KM -> FR,M,adj.,mndziani,,,,
passer,pvira (u-); vira (u-); ramɓadza (u-),FR -> KM,P,v.,upvira,uvira,uvira,uramɓadza,
passer (faire -),vutsa (u-),FR -> KM,P,v.,uvutsa,uvutsa,uvutsa,uvutsa,1.0
passer par,viria (u-),FR -> KM,P,,,,,,
passer par.,viria (u-),KM -> FR,V,v.,,,uviria,,
passion,âshiki,KM -> FR,A,n. fem.,,âshiki,âshiki,,
passoire,kuntru,KM -> FR,K,n. fem.,kuntru,,ɗifu,ɗifu,
passé (faire -),pvitsa (u-),FR -> KM,P,v.,upvitsa,,,,
pastèque,trango madji; trango maji,FR -> KM,P,n. fem.,madji,maji,maji,madji,
patate douce,mɓatse,KM -> FR,M,n. fem.,mɓatse,ɓatata,ɓatata,ɓatata,
paternité,uɓaɓa,FR -> KM,P,n. fem.,uɓaɓa,,,,
patience,swibira; suɓira,FR -> KM,P,n. fem.,swibira,,,suɓira,
patient,mustahamilifu,FR -> KM,P,adj. n. masc.,,,mustahamilifu,,
patient; endurant,mustahamilifu,KM -> FR,M,adj. n. masc.,,,mustahamilifu,,
patienter,subiri (u-),FR -> KM,P,v.,usubiri,usubiri,usubiri,usubiri,1.0
patrimoine,irthi,KM -> FR,I,n. masc.,,irthi,,,
patriote,murua,KM -> FR,M,n. masc.,watwania,,,,
patriotisme,umurua,FR -> KM,P,n. masc.,umurua,,,,
