key_fr,key_km,scrap_mode,scrap_letter
objet; chose,shitru,KM -> FR,S
obligation,sharti; shartwi; farudhwu; sharuti,FR -> KM,O
obligation; condition,shartwi,KM -> FR,S
obligation; obligatoire,farudhwu,KM -> FR,F
obligatoire,fardhwi,KM -> FR,F
obliger,farudhwu (u-),KM -> FR,F
obligé,sharti,FR -> KM,O
obligé (être-),lazimishiwa (u-),FR -> KM,O
obligé (être-); forcé (être-),lazimishiwa (u-),KM -> FR,L
obligé; obligation,sharti,KM -> FR,S
obscurité,hidza,KM -> FR,H
obscène (d'-),-a taraâfu,KM -> FR,A
observateur,mtundi,FR -> KM,O
obstacle,izingiri,KM -> FR,I
obstacle; difficulté; complication; danger,mambo,KM -> FR,M
obstination,giri,FR -> KM,O
obstination; ténacité,giri,KM -> FR,G
obstiner,kaidi (u-),FR -> KM,O
obsèques,madziho,KM -> FR,M
obsédé sexuel,ginari,KM -> FR,G
obtenir,parisa (u-); para (u-),FR -> KM,O
obtenir; retrouver,parisa (u-),KM -> FR,P
obèse (pers.),mtronga,KM -> FR,M
obéir,twiî (u-); vulikia (u-),FR -> KM,O
obéissant,twaa,FR -> KM,O
occasion,munasaɓa,KM -> FR,M
occupation,amali,KM -> FR,A
occuper,ɓarizi (u-),FR -> KM,O
occuper (s'-),shahiliha (u-); shapiha (u-),FR -> KM,O
ocimum,hangua,KM -> FR,H
ocre,tamtamu,FR -> KM,O
octobre,oktobru,FR -> KM,O
océan,ɓahari,FR -> KM,O
Océan Indien,Ɓahari ya Hinɗi,FR -> KM,O
odeur,vushe; harufu,FR -> KM,O
odeur d'aisselle,kumba; cucu,FR -> KM,O
odeur d'aisselle; gousset,cucu,KM -> FR,C
odeur de poisson,vumɓa,FR -> KM,O
oeil,dzitso,KM -> FR,D
oeil (gros -),gatso,KM -> FR,G
officialiser,rasmisha (u-),FR -> KM,O
officiel,ki-rasmi,KM -> FR,K
offrande,swadaka; sadaka; tasadaki,FR -> KM,O
offrande; don; aumône,sadaka,KM -> FR,S
offrandes (faire des -),taswaɗaki (u-),FR -> KM,O
offrir,pva (hu-); tamania (u-),FR -> KM,O
offrir; dédier,tamania (u-),KM -> FR,T
ogre,dzimku,FR -> KM,O
ogre; monstre,dzimku,KM -> FR,D
oh (interj.),ɓo,FR -> KM,O
oie,gisi,KM -> FR,G
oignon,itrungu (ɓaswara),KM -> FR,I
oiseau,nunyi,KM -> FR,N
oiseau-lunette,nyandronga,KM -> FR,N
olive,zetuni; zeti,FR -> KM,O
ombre,muvuli,KM -> FR,M
ombre; abri (du soleil ou de la pluie),mvuli,KM -> FR,M
omelette,shandra,FR -> KM,O
omoplate,ɓawa,FR -> KM,O
on-dit,hari,FR -> KM,O
once,ntere; nteru,FR -> KM,O
once; peu; brin,ntere,KM -> FR,N
oncle,ɓaɓaɓole; ɓaɓatiti,FR -> KM,O
oncle (maternel),mdjomba,KM -> FR,M
ondes,hele,KM -> FR,H
ongle,fuu,KM -> FR,F
onze,kume na mwedja,KM -> FR,K
ophtalmologue,twaɓiɓu wa matso,FR -> KM,O
opportunité,furswa,FR -> KM,O
oppression,uwamivu,FR -> KM,O
opprimer,kandamiza (u-),KM -> FR,K
opter,tsaua (u-); tawakali (u-),FR -> KM,O
opter; choisir,tsaua (u-),KM -> FR,T
option,mtsauo,FR -> KM,O
option; choix,mtsauo,KM -> FR,M
opération,opere; mpvasuo; upere,FR -> KM,O
opérer,pvasua (u-),FR -> KM,O
or (conj.),falakin,KM -> FR,F
or (métal),dhahaɓu,KM -> FR,D
orage,idjunɗu,KM -> FR,I
orange,trunɗa; trundra,FR -> KM,O
orange; poulailler; fruit,trundra,KM -> FR,T
oranger,mrundra,KM -> FR,M
orbite,kangaya,KM -> FR,K
ordonner,amrisha (u-),KM -> FR,A
ordre,amri; amru,FR -> KM,O
ordre; domaine de souveraineté,amri,KM -> FR,A
ordure,tsaha,FR -> KM,O
oreille,shishio; kio,FR -> KM,O
oreillon,nkara,KM -> FR,N
organisation,djumuîya,KM -> FR,D
organisation; composition; projet,mupango,KM -> FR,M
organiser,taârisha (u-),FR -> KM,O
organiser; planifier; programmer; informer,taârisha (u-),KM -> FR,T
orgelet,ikope,KM -> FR,I
orgueil,udjonefu; kirahi,FR -> KM,O
orgueil; vanité; amour-propre ; fierté,kirahi,KM -> FR,K
orient,mashariki,FR -> KM,O
orient; Est,mashariki,KM -> FR,M
orientation,ɗira,FR -> KM,O
orientation (suggestion),shwaɓaha,FR -> KM,O
origan cubain,nyanɗoɓwe,FR -> KM,O
origan cubain; thym antillais,nyanɗoɓwe,KM -> FR,N
origine,asili,KM -> FR,A
origine; ascendance,uzale,KM -> FR,U
orphelin,yatima,FR -> KM,O
ortie,ndjeni,FR -> KM,O
os,muɓwa,KM -> FR,M
os; arête; épine,muɓa,KM -> FR,M
oser,suɓuti (u-); suɓutu (u-),FR -> KM,O
ostentation,papvwa,FR -> KM,O
ou,au; hau,FR -> KM,O
ou.,au,KM -> FR,A
oubli,mɗiwazo,KM -> FR,M
oublier,ɗiwaza (u-); ɗala (u-); ɗuala (u-); sahau (u-),FR -> KM,O
oublieux,mɗiwazifu,KM -> FR,M
ouest,maghariɓi,KM -> FR,M
ouest; prière du coucher du soleil; crépuscule,mahariɓi,KM -> FR,M
oui,ewa,KM -> FR,E
oui (réponse à un appel ou sur le fait d'avoir compris),nam,KM -> FR,N
oui monsieur/madame!,laɓe!,KM -> FR,L
oulah,ɓwi,FR -> KM,O
oups,koɓa,KM -> FR,K
ourlet,pereleo; pero,FR -> KM,O
ours,dubu,KM -> FR,D
oursin,gagasi,KM -> FR,G
outil,shomɓo,FR -> KM,O
ouverture,mɓuo,KM -> FR,M
ouvrir,ɓua (u-); fungua (u-),FR -> KM,O
ouvrir à,ɓulia (u-),FR -> KM,O
ouïe,ukizi,FR -> KM,O
ovation,igele-gele,FR -> KM,O
ovin,nkonɗoa,KM -> FR,N
où,havi,KM -> FR,H
pactole,nafaka,FR -> KM,P
pactole; richesse (biens),nafaka,KM -> FR,N
pagaille,msadjadja,KM -> FR,M
page,unkaɗe; shikandre; ukanɗe,FR -> KM,P
pagne,sahare,FR -> KM,P
pagne (de mariage),sahare,FR -> KM,P
pagne (pr femme),lamba,KM -> FR,L
pagne (pr homme),ikoi,KM -> FR,I
pagne; pagne (de mariage),sahare,KM -> FR,S
paiement,mlipvo,KM -> FR,M
paiement (collectif),malivo,FR -> KM,P
paillette,penpenpe,FR -> KM,P
pain,dipe,KM -> FR,D
pain (à base de coco et du riz),mkatraɓwantamu,FR -> KM,P
pain (à base de coco et du riz) ,mkatraɓwantamu,KM -> FR,M
paire (nombre),shafuû,FR -> KM,P
paire (une),djauzi,KM -> FR,D
paix,salama,FR -> KM,P
paix (bien être),amani,FR -> KM,P
paix (bien être); tranquillité,amani,KM -> FR,A
palais,djumbe,FR -> KM,P
palet,pale,FR -> KM,P
palissade,mraɓa,FR -> KM,P
palme,santsa,FR -> KM,P
palme de cocotier,kuhuri,KM -> FR,K
palme; broutille sèche,santsa,KM -> FR,S
palétuvier,muhonko,FR -> KM,P
panier,irumɓa,KM -> FR,I
panique,sankara,FR -> KM,P
paniquer,sankaruha (u-),FR -> KM,P
panneau,uhandza,FR -> KM,P
panneau ( tissé avec des feuilles de palmier),mɓaga,KM -> FR,M
pansement,pasima,FR -> KM,P
pantalon,siri; suruali; surwali,FR -> KM,P
pantalon; secret,siri,KM -> FR,S
paon,twausi,FR -> KM,P
papa,mɓaɓa,KM -> FR,M
papangue,papangu,FR -> KM,P
papaye,papaya; pwapwaya; pwapwayi; pwapwari,FR -> KM,P
papayer,mpwapwayi,KM -> FR,M
papier,kartasi,FR -> KM,P
papier; carte,kartasi,KM -> FR,K
papillon,kijajaha,KM -> FR,K
paquet,ifusi,KM -> FR,I
par,ha,FR -> KM,P
par (apès un verbe au passif),ni,KM -> FR,N
par exemple,masalani,KM -> FR,M
par terre,votsi; pvontsi,FR -> KM,P
par; au moyen de; chez; de façon; de manière,ha,KM -> FR,H
paradis,mbepvo,KM -> FR,M
parapluie,mwavule,KM -> FR,M
parasite,ɓungu; inyambamba,FR -> KM,P
parasite; ver,inyambamba,KM -> FR,I
parce que,mana,FR -> KM,P
parce que; à cause de; raison,mana,KM -> FR,M
parcelle,mnɗa,KM -> FR,M
pardon,samaha; msamaha; mswamaha,FR -> KM,P
pardon (demander le passage),sumila !,FR -> KM,P
pardon; excuse,mswamaha,KM -> FR,M
pardonner,samihi (u-); swamihi (u-),FR -> KM,P
pardonner; forgive ( to),swamihi (u-),KM -> FR,S
pareil,sawa,FR -> KM,P
pareil que,paspo,FR -> KM,P
pareil; identique,sawa,KM -> FR,S
parent,mdjemaza,KM -> FR,M
parent; famille parentèle,nɗuhuze,KM -> FR,N
parenté,udjemaza; udjama,FR -> KM,P
parenté; famille,udjama,KM -> FR,U
parer,pamba (u-),FR -> KM,P
parer; faire la toilette; embellir,pamba (u-),KM -> FR,P
paresse,ulemevu,FR -> KM,P
paresseux,mkorofi,KM -> FR,M
parfait,-a uɓora,FR -> KM,P
parfait; de qualité,-a uɓora,KM -> FR,A
parfaitement,sapvuzi,FR -> KM,P
parfaitement; exact,sapvuzi,KM -> FR,S
parfum,marashi,KM -> FR,M
parfum; odeur; lettre (de l'alphabet),harufu,KM -> FR,H
pari,masharikiano,KM -> FR,M
parier,sharikiana (u-),FR -> KM,P
parler,rongoa (u-); lagua (u-),FR -> KM,P
parler de,vumɓua (u-); dhukuru (u-),FR -> KM,P
"parler de quelqu’un par énigmes, le critiquer sans le nommer ouvertement",fumbia (u-) mutru,KM -> FR,F
parler par énigmes,fumba (u-),KM -> FR,F
parler pour,rongolea (u-),FR -> KM,P
parler une langue étrangère,nena (u-),KM -> FR,N
parler à,rongodza (u-); rongoza (u-),FR -> KM,P
parler; bavarder,lagua (u-),KM -> FR,L
parler; dire,rongoa (u-),KM -> FR,R
parlotte,mwamɓo,KM -> FR,M
parmi,mengoni (mwa),KM -> FR,M
parmi; derrière,mengoni,KM -> FR,M
parole,kauli,KM -> FR,K
"parole de sagesse (litt. ""shi-uunɗua-ntsi"")",shiɗuantsi,FR -> KM,P
part,sehemu; funvu; fuvu,FR -> KM,P
part; fraction,fuvu,KM -> FR,F
part; section; fraction,sehemu,KM -> FR,S
partage,mwanyiso,KM -> FR,M
partager,anyisa (u-),KM -> FR,A
particulièrement,halisi,FR -> KM,P
particulièrement; très; vraiment,halisi,KM -> FR,H
partie,uwayi; ɓakia; mɓai; shipandre,FR -> KM,P
partie (jeu),mcezo,KM -> FR,M
partie; côté,uwayi,KM -> FR,U
partir,lawa (u-),FR -> KM,P
partir de,anguha (u-),FR -> KM,P
partir de; provenir,anguha (u-),KM -> FR,A
parure,ɗaio,FR -> KM,P
pas (un),ngayo,KM -> FR,N
pas cher,rahisi,FR -> KM,P
pas cher; bon marché,rahisi,KM -> FR,R
passage,mpviro,KM -> FR,M
passager,aɓiria,KM -> FR,A
passagers,maɓiria,KM -> FR,M
passant,mndziani,KM -> FR,M
passer,pvira (u-); vira (u-); ramɓadza (u-),FR -> KM,P
passer (faire -),vutsa (u-),FR -> KM,P
passer par,viria (u-),FR -> KM,P
passer par.,viria (u-),KM -> FR,V
passion,âshiki,KM -> FR,A
passoire,kuntru,KM -> FR,K
passé (faire -),pvitsa (u-),FR -> KM,P
pastèque,trango madji; trango maji,FR -> KM,P
patate douce,mɓatse,KM -> FR,M
paternité,uɓaɓa,FR -> KM,P
patience,swibira; suɓira,FR -> KM,P
patient,mustahamilifu,FR -> KM,P
patient; endurant,mustahamilifu,KM -> FR,M
patienter,subiri (u-),FR -> KM,P
patrimoine,irthi,KM -> FR,I
patriote,murua,KM -> FR,M
patriotisme,umurua,FR -> KM,P
patte,ɗonɗo,FR -> KM,P
paume,djandza,KM -> FR,D
paupière,kove,KM -> FR,K
pauvre,maskini,KM -> FR,M
pauvre (pers.),masikini,KM -> FR,M
pauvreté,umasikini; usikini,FR -> KM,P
pavaner,pviaza (u-),FR -> KM,P
pavaner; frimer; étirer,pviaza (u-),KM -> FR,P
payer,lipva (u-),KM -> FR,L
pays,ntsi,KM -> FR,N
paysan,mmatsaha; mumatsaha,FR -> KM,P
peau,ngozi,KM -> FR,N
peau épaisse,gozi,KM -> FR,G
peigne,ntsana,KM -> FR,N
peigne afro,tsanuo,FR -> KM,P
peigner,penya (u-); tsana (u-),FR -> KM,P
peindre,paha range (u-),FR -> KM,P
peinture,range,FR -> KM,P
peler,hua (u-),FR -> KM,P
pelle,lapel,KM -> FR,L
pellicules (capillaire),haɓisi,KM -> FR,H
pencher,nyesa (u-),KM -> FR,N
pencher vers,nyeshea (u-),KM -> FR,N
pendre,lemɓelea (u-),KM -> FR,L
pendu (être -),tsomɓeha (u-),FR -> KM,P
penser,fikiri (u-),FR -> KM,P
penser à,nahana (u-),FR -> KM,P
penser; réfléchir,fikiri (u-),KM -> FR,F
pensif,mtangifu,FR -> KM,P
pensif; indécis (pers.),mtangifu,KM -> FR,M
pensée,fikira; fikra,FR -> KM,P
pensée; idée,fikira,KM -> FR,F
pente,shongo,FR -> KM,P
percer,tsotsa (u-),FR -> KM,P
percer; trouer; perforer,tsotsa (u-),KM -> FR,T
perche,ngazi,FR -> KM,P
percussion,mkayamba,FR -> KM,P
percussion en bois (instr.),mbiwi,KM -> FR,M
perdre,latsa (u-),FR -> KM,P
perdre (se -),potea (u-); latsiha (u-); hiɓu (u-),FR -> KM,P
perdre (se -); volatiliser,hiɓu (u-),KM -> FR,H
perdre (se -); égarer,latsiha (u-),KM -> FR,L
perdre sa valeur,rura (u-),FR -> KM,P
perdre; jeter,latsa (u-),KM -> FR,L
perdurer,ɗumu (u-),FR -> KM,P
perforation,mfuho,FR -> KM,P
perforer,tsotsa (u-),FR -> KM,P
perforé (être -),foroha (u-),FR -> KM,P
perle,lulu,KM -> FR,L
permettre,ruhusu (u-),FR -> KM,P
permettre (en parlant de Dieu),djaâlia (u-),FR -> KM,P
permettre à,kuɓalia (u-),KM -> FR,K
permis,halali,FR -> KM,P
permis; légitime; pur,halali,KM -> FR,H
permission,ruhusa,FR -> KM,P
perroquet,kasuku,KM -> FR,K
perruche,dura,KM -> FR,D
perruque,perke,FR -> KM,P
persister,sindridria (u-),FR -> KM,P
personnage,bahabako,KM -> FR,B
personnalité,untru; undru,FR -> KM,P
personne,mntru,KM -> FR,M
personne agée,mndru mɗuhazi,KM -> FR,M
personne claire,mkudru,KM -> FR,M
personne de confiance,mwaminifu,FR -> KM,P
personne de confiance; honnête,mwaminifu,KM -> FR,M
personne quelconque (une -),mndru kadha,KM -> FR,M
personne; gens,mutru,KM -> FR,M
personnel,-a kinafsia; matiti,FR -> KM,P
personnes,mndru,FR -> KM,P
personnes; gens,mndru,KM -> FR,M
persévérance,ukaiɗi,FR -> KM,P
persévérance; entêtement,ukaiɗi,KM -> FR,U
persévérer,sama (u-),FR -> KM,P
persévérer; s'accrocher,sama (u-),KM -> FR,S
perte,mlatso,KM -> FR,M
perturbé (pers.),mhafilifu,FR -> KM,P
perturbé (pers.); affolé (pers.),mhafilifu,KM -> FR,M
pervers,ɓadwi,FR -> KM,P
peser,pvima (u-); vima (u-),FR -> KM,P
peser; mesurer,pvima (u-),KM -> FR,P
pet,suzi,FR -> KM,P
petit,mtiti,KM -> FR,M
petit copain,ncefe,KM -> FR,N
petit-duc,chinding,KM -> FR,C
petit-enfant,mdjuhuu; mujuhu,FR -> KM,P
petit-enfant (arrière -),ilemɓwe,KM -> FR,I
"petit-enfant (arrière, arrière -)",shikaɗudri,FR -> KM,P
petit-enfant; petit-fils,mdjuhuu,KM -> FR,M
petit-fils,mdjuhuu; mujuhu,FR -> KM,P
petit-fils; petite-fille; petit-enfant,mujuhu,KM -> FR,M
petit; fragile,mna- (f.c. de mwana),KM -> FR,M
petite amie,ɓuledi,FR -> KM,P
"petite fleur jaune odorante, au parfum sucré, employée comme parure par les femmes",fumgu,KM -> FR,F
petite-enfant,mjuhu,KM -> FR,M
petite-fille,mujuhu,FR -> KM,P
petitesse,ufupvi; utiti,FR -> KM,P
peu,mbapvi,KM -> FR,M
peu; rare,-shashi,KM -> FR,S
peur,fazaâ,FR -> KM,P
peur (avoir -),ra (hu-); shangaya (u-); shanga (u-),FR -> KM,P
peur (avoir -); surpris (être -),shangaya (u-),KM -> FR,S
peur (faire -),shangaza (u-),FR -> KM,P
peur; frayeur,fazaâ,KM -> FR,F
peureux,faza,KM -> FR,F
peut-être,mkini,KM -> FR,M
pharmacie,farmasi,KM -> FR,F
philosophie,falsafa,KM -> FR,F
photo,pidja; pica; sari,FR -> KM,P
photo; image,pica,KM -> FR,P
physalis,madzanuna,KM -> FR,M
pic (outil),mpvaya,KM -> FR,M
pichet,kopwa,FR -> KM,P
picorer,dzumɓua (u-),KM -> FR,D
pied,mnɗu,KM -> FR,M
pied de chanvre,mɓange,KM -> FR,M
pied-nu,karoɓwe,KM -> FR,K
pied; jambe,mundru,KM -> FR,M
pierre,ɓwe,FR -> KM,P
pierre (arrondie),ntsiɗawe,KM -> FR,N
pieuvre,mɓwedza,FR -> KM,P
pigeon,ndiwa,KM -> FR,N
pigeon des Comores,ngakanɗa,KM -> FR,N
pigeon sauvage,ɓwantsi,FR -> KM,P
pignon (maison),ndraya,KM -> FR,N
pilao (riz cuisiné à l'indienne),pilau,FR -> KM,P
pile,ɓwe,FR -> KM,P
pile ou face,kuria,FR -> KM,P
piler,rwa (u-),FR -> KM,P
piler (avec pierre),shaga (u-),FR -> KM,P
piler (avec pilon),fuɗua (u-),KM -> FR,F
pilier,ngudzo,KM -> FR,N
pilier principal,nguzo,FR -> KM,P
pilier principal; pylône; pilier,nguzo,KM -> FR,N
pilier; perche; échelle,ngazi,KM -> FR,N
pilier; poteau; chevron,ngidzo,KM -> FR,N
pillard,ɓwidzi,FR -> KM,P
pilon,mlepva,KM -> FR,M
pilote,piloti,FR -> KM,P
piment,budu,KM -> FR,B
piment oiseau,putu mgowa,FR -> KM,P
pimentier,mputu,KM -> FR,M
pince,irongo,KM -> FR,I
pincer,dzonya (u-),KM -> FR,D
pincer; piquer,runga (u-),KM -> FR,R
pintade,nkanga,KM -> FR,N
pioche,pyesi,FR -> KM,P
pion,ntsu,FR -> KM,P
pion; jeton,ntsu,KM -> FR,N
pipe,muku,KM -> FR,M
pipe; cratère; manifestation traditionnelle pour payer les dettes des personnes défuntes,shungu,KM -> FR,S
pipi,kodjo; kojo,FR -> KM,P
pique,sumɓwi,FR -> KM,P
pique (carte),shipaza,FR -> KM,P
pique (carte); carreau (carte),shipaza,KM -> FR,S
pique nique,djosho; mɗezo,FR -> KM,P
pique nique ,djosho,KM -> FR,D
pique-nique,vule,FR -> KM,P
pique-nique; grillade,vule,KM -> FR,V
piquer,runga (u-); wawa (u-); uma (u-),FR -> KM,P
piquet,isonko,KM -> FR,I
pirogue,laka,KM -> FR,L
piroguier,mra-nkasi,KM -> FR,M
piste,soo,FR -> KM,P
piste de danse,mtsandzani,KM -> FR,M
piste; sentier,soo,KM -> FR,S
pistolet,ɓunɗuki,FR -> KM,P
pitié,irumɓi,KM -> FR,I
pitié (avoir -),sikinia (u-),FR -> KM,P
pitre,pifu,FR -> KM,P
pitre; dessin animé,pifu,KM -> FR,P
pituite,kanguzi,FR -> KM,P
pièce,fuko,FR -> KM,P
pièce d'or,pauni,FR -> KM,P
pièce de deux sous,ɓwankanga,FR -> KM,P
pièce de monnaie,ɓwara,FR -> KM,P
pièce de tissu,itamɓaya,FR -> KM,P
piège,ntupa,KM -> FR,N
piège à oiseau,ugumba,FR -> KM,P
piège; scolopendre,trambwi,KM -> FR,T
piéger,randrishia (u-),FR -> KM,P
piétiner,riwara (u-); gaɗa (u-); rwaria (u-),FR -> KM,P
piétiner; fouler,gaɗa (u-),KM -> FR,G
Pl. majongwe-mpere.   Lost translation,jongwe-mpere,KM -> FR,J
Pl. nyilimi za masera.   Lost translation,ulimi wa masera,KM -> FR,U
place,mahala,FR -> KM,P
place publique,ɓangwe; shilindro; pangahari,FR -> KM,P
placer,kaza (u-),FR -> KM,P
placer; poser,kaza (u-),KM -> FR,K
plafond,uzimɓo,FR -> KM,P
plage,mtsangani,KM -> FR,M
plage; port de pêche,shiko,KM -> FR,S
plage; sable,mtsanga,KM -> FR,M
plaie,nkovu; ɓanguzi; shondra,FR -> KM,P
plaie; blessure,shondra,KM -> FR,S
plaie; limace,nkovu,KM -> FR,N
plaindre,sikinia (u-),FR -> KM,P
plaindre; pitié (avoir -),sikinia (u-),KM -> FR,S
plaine,baho,KM -> FR,B
plainte,mashtaka,KM -> FR,M
plainte (porter -),shitaki (u-),FR -> KM,P
plaire,fanya (u-) vumi,KM -> FR,F
plaire à,djipvia (u-); jivia (u-),FR -> KM,P
plaire à; réjouir,djipvia (u-),KM -> FR,D
plaisanterie,mzaha,KM -> FR,M
plaisir,ladha; lada; ɓastwi,FR -> KM,P
plan,barnamadji,FR -> KM,P
planche,ɓao; uɓao,FR -> KM,P
plancher,sakafu,FR -> KM,P
planifier,taârisha (u-),FR -> KM,P
plant,iwalo,KM -> FR,I
plant; cellule (en politique),sina,KM -> FR,S
plante,mmea,KM -> FR,M
plante cultivée,shilime,FR -> KM,P
plante de pied,karo,KM -> FR,K
plante urticante,ndjeni,FR -> KM,P
plante urticante; ortie,ndjeni,KM -> FR,N
planter,wala (u-); taɓu (u-),FR -> KM,P
planter; semer; briller,wala (u-),KM -> FR,W
plantes,mimea,KM -> FR,M
plastique,mupira,FR -> KM,P
plat de bananes plantain,mtsolole,KM -> FR,M
"plat, e",ntaɗasa,KM -> FR,N
plateau (balance),upatsu,FR -> KM,P
plateau de bois,itsawani,KM -> FR,I
plateau de cuisine,legeni,KM -> FR,L
plateau métallique,sinia,FR -> KM,P
platier,kalaweni,KM -> FR,K
plein (être -),djaya (u-); jaya (u-),FR -> KM,P
plein (être -); rempli (être -),djaya (u-),KM -> FR,D
pleur,ililo,KM -> FR,I
pleur; larmoiement,iɗumɓio,KM -> FR,I
pleurer,kihira (u-),KM -> FR,K
pleuvoir,nya nvua (hu-),KM -> FR,N
pli,ipvero,FR -> KM,P
plier,pvera (u-); voroa (u-); vera (u-),FR -> KM,P
pliure,mpvero,KM -> FR,M
plomb (cartouche),iyasi,KM -> FR,I
plomb (métal),ɓati,FR -> KM,P
plonger,duba (u-),KM -> FR,D
plongeur (litt. laveur de vaisselle),mhosa-zano,KM -> FR,M
pluie,nvua,KM -> FR,N
plume,djivuzi,KM -> FR,D
plume; négligence,upuzi,KM -> FR,U
plus,zaiɗi,FR -> KM,P
plus que,raha na,FR -> KM,P
plus que; au lieu de,raha na,KM -> FR,R
plus; davantage,zaiɗi,KM -> FR,Z
plusieurs,ɗaa,FR -> KM,P
plutôt,pvoo,FR -> KM,P
plâtre,goɓo,FR -> KM,P
pneu,mpine,FR -> KM,P
pneu; roue,mpine,KM -> FR,M
poche,posho,FR -> KM,P
poignard,pûcari,FR -> KM,P
poignet,nkundrwe,KM -> FR,N
poil,puzi,FR -> KM,P
poil de barbe,ulevu,FR -> KM,P
poil à gratter,itsandzu,KM -> FR,I
poing,koɗe,KM -> FR,K
point,kifu,KM -> FR,K
pointe,ntumbwi,KM -> FR,N
pointe; bout,tsumɓwi,KM -> FR,T
pointe; extrémité,ntsa,KM -> FR,N
pointu,-a tsongole,KM -> FR,A
pointu (être -),tsongoha (u-),FR -> KM,P
poison,sumu,FR -> KM,P
poison pour la pêche,uruva,FR -> KM,P
poisse,lagini,FR -> KM,P
poisson,fi,KM -> FR,F
poisson lune,nungu,KM -> FR,N
poisson perroquet,pono,FR -> KM,P
poisson rouge,itrili,KM -> FR,I
poisson séché,masupi,KM -> FR,M
poisson volant,mpandzi; mbandzi,FR -> KM,P
poisson volant; exocet,mbandzi,KM -> FR,M
poisson-chat,mhudraji,KM -> FR,M
poisson-chirurgien,kangaja,KM -> FR,K
poisson-licorne,puju,FR -> KM,P
poisson; accompagnement (protéiné d'un plat); viande,shireo,KM -> FR,S
poitrine,ifuɓa,KM -> FR,I
poitrine; torse,shifuɓa,KM -> FR,S
poivre,pvilipvili; vilivili; vilivili manga,FR -> KM,P
policier,polisi,FR -> KM,P
politesse,aɗaɓu,KM -> FR,A
politique,siasa,FR -> KM,P
polygamie,hwili,KM -> FR,H
polémique,mharɓati,KM -> FR,M
pomme cannelle,konokono,FR -> KM,P
pomme cannelle du Sénégal,kongonasi,KM -> FR,K
pomme cannelle; corossol,konokono,KM -> FR,K
pomme d'eau,maftaha,KM -> FR,M
pomme de terre,mɓatse ya shimanga,KM -> FR,M
pomme-cythère,sakua,FR -> KM,P
pommier-cajou,mbibo,FR -> KM,P
pommier-cajou; anacardier ,mbibo,KM -> FR,M
pompe,zifafa,FR -> KM,P
pondre,usa (u-),FR -> KM,P
pondre; faire tomber,usa (u-),KM -> FR,U
pont,djarada,KM -> FR,D
populaire,mtrengweni,KM -> FR,M
porc,purunku; puruku,FR -> KM,P
pore de la peau,mufiro,KM -> FR,M
port,ɓandari,FR -> KM,P
port de pêche,hiko,KM -> FR,H
portail,djivi,KM -> FR,D
porte,mlango,KM -> FR,M
porte-bonheur de forme géométrique pour maison,pemɓe uvunge,FR -> KM,P
porte-Coran (pupitre),marfaâ,KM -> FR,M
porte-lampe,simɓo,FR -> KM,P
porte-monnaie,potreka,FR -> KM,P
porter,rwaya (u-); vinga (u-),FR -> KM,P
porter (sur la tête ou les épaules),trika (u-),FR -> KM,P
porter (un pagne),hutsia (u-),KM -> FR,H
porter attention à,fanya (u-) djitihadi na,KM -> FR,F
porter à,rwalia (u-),FR -> KM,P
porteur,mrwazi,KM -> FR,M
portugais,mreno,KM -> FR,M
Portugal,Ureno; Urenu,FR -> KM,P
pose (en parlant d'un modèle),pozi,FR -> KM,P
poser,ehantsi (u-),KM -> FR,E
poser une toiture,sakafu (u-),FR -> KM,P
poser; déposer,kadza (u-),KM -> FR,K
poser; garder,hentsi (u-),KM -> FR,H
possibilité,furswa,FR -> KM,P
possible (être -),mkinishiha (u-),KM -> FR,M
possédé (être -),ɓambwa (u-),FR -> KM,P
poste de garde,mgodjeoni,KM -> FR,M
"posthume (""après la mort"")",ɓaȃɗa ufariki,FR -> KM,P
pot,kopwa,FR -> KM,P
pot (en argile),mtsungi,KM -> FR,M
pot-de-vin,ɓahashishi,FR -> KM,P
pot; coupe; pichet; cruche,kopwa,KM -> FR,K
potable (être -),nweha (u-),FR -> KM,P
potable (être -); boire (se -),nweha (u-),KM -> FR,N
poteau,ngidzo,FR -> KM,P
poterie,swanaa ya kafu,FR -> KM,P
pou,nɗa; ndra,FR -> KM,P
pou; c'est,nɗa,KM -> FR,N
poubelle,kanga la madjaya,KM -> FR,K
pouce,sha ya ko,FR -> KM,P
poudre,unga; kandra,FR -> KM,P
poudre; talc (poudre),kandra,KM -> FR,K
poulailler,shoma; trundra,FR -> KM,P
poule,nkuhu mtsamba,KM -> FR,N
poulet,kuhu,KM -> FR,K
poulie,gofia,KM -> FR,G
poulpe,mbweza,KM -> FR,M
poulpe; pieuvre,mɓwedza,KM -> FR,M
poumon,djapvwadjapvwa,KM -> FR,D
poupée,popote; popweti,FR -> KM,P
pour que,pare; ili; ile,FR -> KM,P
pour que; afin de,ile,KM -> FR,I
pourboire,ɓahashishi,FR -> KM,P
pourquoi ?,haɓa,KM -> FR,H
pourrir,ola (u-),KM -> FR,O
pourrir (oeufs),ziza (u-),FR -> KM,P
pourriture,ndrola,FR -> KM,P
pourtant,na yapvo,KM -> FR,N
pousser,sukuma (u-); sinɗiha (u-),FR -> KM,P
pousser à/contre,swaliti (u-),FR -> KM,P
pousser à/contre; provoquer une dispute,swaliti (u-),KM -> FR,S
